stage,problem,group,config,arm,round,agent,labels,state_hash_before,vote,status
complex,C1,6.0,00100,U,1.0,57,"['PACKAGE_A', 'PACKAGE_B']",84c359c0e6028c7bab517da48aef756659d4b6f5bcbd3be4583af173368b7bab,PACKAGE_A,ok
complex,C3,20.0,00100,E,6.0,358,"['CONTINUE', 'PIVOT']",920aa5a175379dac3c2512f9b490366c5587cacc275940d95957e8de3b3bf741,CONTINUE,ok
complex,C1,7.0,00100,E,3.0,28,"['PACKAGE_A', 'PACKAGE_B']",9aa4433f720873961853c578b4781882d8426792ea84fbd55beaa0dd6c0c4a6d,PACKAGE_B,ok
simple,S3,,11011,U,,26,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,11.0,11011,E,3.0,363,"['APPROVE', 'REJECT']",854d043ab3808c30368ed6d2aa6926d567917de6f05f2971e3171f8c38b4723c,APPROVE,ok
complex,C2,4.0,neutral,B,5.0,5,"['APPROVE', 'REJECT']",db51238ec7e0b5fd0600ba98082a6f255ac77e8e70847fbcfef505e494ee1ea2,APPROVE,ok
simple,S3,,11011,E,,46,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,E,,35,"['A', 'B']",,A,ok
simple,S2,,11011,E,,122,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,15.0,00100,U,1.0,236,"['APPROVE', 'REJECT']",2195a2a2973df87cbedd3fb76cdaf1a68f4534b34f8ee6c93bd7e4d4af384a1a,APPROVE,ok
complex,C2,13.0,11011,U,1.0,207,"['APPROVE', 'REJECT']",43e3c5db05d9698afce948f8b87d4a5f36782bbf3584551b12b76f598b262f16,APPROVE,ok
complex,C2,7.0,00100,U,3.0,47,"['APPROVE', 'REJECT']",c8cfd3733a2adcb5d4039eaabe80b933acf1c21417038d386cf71fd751871baa,APPROVE,ok
complex,C2,18.0,neutral,B,1.0,162,"['APPROVE', 'REJECT']",3ec55fd6d8dd5393cc461cc925a14eaa0e0fb4455d175e9190dc472d270f2e5b,APPROVE,ok
complex,C2,1.0,00100,U,5.0,97,"['APPROVE', 'REJECT']",950e9c23300eab1c0d271738687c9631d6867fe14e4ef26738dcb2838b12fceb,APPROVE,ok
simple,S1,,11011,U,,180,"['A', 'B']",,A,ok
complex,C2,15.0,neutral,B,2.0,365,"['APPROVE', 'REJECT']",38f50c64c0606d0538ec82a10db94e2c43dd032ea39913c593239abf4bb5ce31,APPROVE,ok
complex,C2,7.0,00100,E,5.0,46,"['APPROVE', 'REJECT']",350380de1fd5da5a1e4f2c7bbfaef5fd4661b4c9a9f84a1fcd234804550fe6cb,APPROVE,ok
simple,S2,,00100,E,,96,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,18.0,00100,E,4.0,59,"['PACKAGE_A', 'PACKAGE_B']",23ef984f72dacae9cf5009fe452e860372ced51768db9c50ff3317c616f99c24,PACKAGE_B,ok
complex,C2,7.0,00100,E,5.0,226,"['APPROVE', 'REJECT']",350380de1fd5da5a1e4f2c7bbfaef5fd4661b4c9a9f84a1fcd234804550fe6cb,APPROVE,ok
simple,S3,,11011,E,,355,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,U,,77,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,5.0,neutral,B,6.0,283,"['CONTINUE', 'PIVOT']",a41105976321fa2847f76d2caa788d2995048079b97924a63465cbdee29662ec,CONTINUE,ok
simple,S3,,00100,E,,201,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,17.0,00100,E,2.0,375,"['APPROVE', 'REJECT']",09f2d3e9680ad9a7a951168f62c855f9642ff435c6c8d5736edba686c13bd775,APPROVE,ok
simple,S1,,00100,U,,91,"['A', 'B']",,A,ok
simple,S3,,00100,U,,35,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C1,20.0,00100,E,3.0,327,"['PACKAGE_A', 'PACKAGE_B']",1ad684dfdd4bb5e98fa4062d49b3f1974ef921ff34678f1e9c8b3441e16fd139,PACKAGE_B,ok
simple,S1,,00100,U,,2,"['A', 'B']",,A,ok
simple,S1,,00100,U,,273,"['A', 'B']",,A,ok
simple,S3,,11011,U,,192,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,2.0,00100,U,1.0,151,"['APPROVE', 'REJECT']",3f5cc313b9ae0d79701cc7de95341e78d3cedd9b4ed19e51fbce107e273dc02e,APPROVE,ok
simple,S1,,11011,U,,396,"['A', 'B']",,A,ok
complex,C2,7.0,00100,E,1.0,47,"['APPROVE', 'REJECT']",c55351920245525d06b2e43307437a4aaf3751ee6778bc31e089312be4a6f346,APPROVE,ok
complex,C2,11.0,11011,U,5.0,244,"['APPROVE', 'REJECT']",2a11bcaac74761b5abac2fcf68d982d35dd626db34fb4a30ecbb41fda009e1c7,APPROVE,ok
complex,C2,17.0,neutral,B,4.0,68,"['APPROVE', 'REJECT']",c87872468e1c608228e9347e84dc677361a58e2305acc5068d1c941ec069e6f6,APPROVE,ok
simple,S3,,11011,U,,137,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,17.0,00100,E,3.0,313,"['APPROVE', 'REJECT']",750874fe73bac1aceb581481309e2a341da549993526d2bc41d6a095958e6ead,APPROVE,ok
complex,C1,19.0,neutral,B,1.0,368,"['PACKAGE_A', 'PACKAGE_B']",dee829fe58a5b011e86c4432c82ea1466dbd32dce833269ecde09cd4a4baa8ac,PACKAGE_B,ok
complex,C2,13.0,11011,E,2.0,169,"['APPROVE', 'REJECT']",546afab4c64e7e47ed97eeba5da647fa42453c7f67f92f40e11129647289fe70,APPROVE,ok
simple,S1,,00100,U,,106,"['A', 'B']",,A,ok
complex,C2,15.0,00100,E,2.0,392,"['APPROVE', 'REJECT']",1a2a8d150715ab6d36f1586f6608f9e7b3dc3911d7e1e36433d4ef986d58a967,APPROVE,ok
complex,C1,20.0,00100,U,1.0,347,"['PACKAGE_A', 'PACKAGE_B']",0fc0654fc31411e38b4263bf9fb2838fef391482b2c724e25728313eeda5945a,PACKAGE_A,ok
simple,S3,,00100,U,,76,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,12.0,00100,E,3.0,357,"['APPROVE', 'REJECT']",7ff96aac6f56b3fbeaefe5dc85df1cedc39470535c4c20fb4ffaa19fe13c5e03,APPROVE,ok
complex,C2,14.0,11011,U,2.0,197,"['APPROVE', 'REJECT']",b137d339cbeca6c0ed9f971c75bcedfdb2bed7b4535a686ccf63f32ffb35ca6e,REJECT,ok
complex,C2,7.0,neutral,B,1.0,388,"['APPROVE', 'REJECT']",c55351920245525d06b2e43307437a4aaf3751ee6778bc31e089312be4a6f346,APPROVE,ok
complex,C3,12.0,11011,E,4.0,37,"['CONTINUE', 'PIVOT']",e97f2bc09228b72603a954f70a394e293b0b387ca343f9496c8c775f480b8877,CONTINUE,ok
simple,S2,,11011,U,,58,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,U,,1,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,16.0,00100,E,1.0,68,"['PACKAGE_A', 'PACKAGE_B']",ad462a448b6a573505b273587370804e551ee426774f3b36bfe3e295be3d63f2,PACKAGE_B,ok
complex,C2,10.0,00100,E,1.0,187,"['APPROVE', 'REJECT']",a2234cc3ce1e82948e16396ff4ac08f04e36f524a87ec0b585db14166077f50b,APPROVE,ok
complex,C2,4.0,00100,E,1.0,305,"['APPROVE', 'REJECT']",adc5fdf9f1cce983796c1c1dcb1e80edcfc41e8868195d047dbd217ab5d05082,APPROVE,ok
simple,S3,,11011,E,,360,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,00100,U,,202,"['A', 'B']",,A,ok
complex,C1,9.0,00100,E,1.0,123,"['PACKAGE_A', 'PACKAGE_B']",182fd0a00aca4e791ecf8c4ef6bdccd5bd65c9cd68020564e941f0dbc88eff52,PACKAGE_A,ok
complex,C3,6.0,neutral,B,4.0,329,"['CONTINUE', 'PIVOT']",e8a670e85e605fe4a2e4dabb40fb1d0cb4647d9e0a7c1e1d6be66ea52270ff9f,CONTINUE,ok
simple,S2,,11011,E,,95,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,E,,241,"['A', 'B']",,A,ok
simple,S3,,00100,E,,220,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,3.0,00100,E,5.0,335,"['APPROVE', 'REJECT']",9e37c6ffef35a9846de139405e723912128df0fa881d4b23af61f609e345e577,APPROVE,ok
simple,S2,,00100,U,,325,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,3.0,neutral,B,6.0,67,"['CONTINUE', 'PIVOT']",d9806f6035ff3b95b86991f490c751720df91ad8f856aae245d152c9726037a1,CONTINUE,ok
simple,S3,,11011,U,,133,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,7.0,00100,E,2.0,178,"['CONTINUE', 'PIVOT']",c385688ec1375c1ffa4af1b77454e84a4e81ff7b51ffcbb400f9552d9be1e294,CONTINUE,ok
complex,C2,1.0,11011,U,5.0,146,"['APPROVE', 'REJECT']",09b512d386d0cda50faf879183fd01494e653261ee2252a457590e6f7599de7a,REJECT,ok
complex,C3,6.0,11011,E,2.0,329,"['CONTINUE', 'PIVOT']",db3849c4b2391526d779a4147038480b459df10b6a244f784c1a8530726e26c4,CONTINUE,ok
complex,C3,13.0,neutral,B,3.0,151,"['CONTINUE', 'PIVOT']",6326517a4518f089b6a2a46694b144d1cec5876d9d0a9650b65af2e10595e884,CONTINUE,ok
simple,S3,,11011,U,,388,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,00100,U,,53,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,00100,E,,251,"['A', 'B']",,A,ok
complex,C3,14.0,neutral,B,3.0,238,"['CONTINUE', 'PIVOT']",718b93d20c27d077502be89241fa189b68f479bbd329916dea71803deed03f5c,CONTINUE,ok
simple,S2,,00100,E,,333,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,14.0,11011,U,1.0,298,"['PACKAGE_A', 'PACKAGE_B']",ccb5183c044880e72e23c5dd70f67f5c628111382dae2c7a996a813e111998bf,PACKAGE_B,ok
complex,C1,11.0,00100,E,2.0,53,"['PACKAGE_A', 'PACKAGE_B']",65e76d6c788e7fee9e5a91ea217a39c84efbfb689e8770c39ce932c992bd0683,PACKAGE_B,ok
simple,S3,,11011,E,,184,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,15.0,11011,U,5.0,254,"['CONTINUE', 'PIVOT']",226f6add822cd281e8865ccdae58715362ec937ecd9730a5dec72269d84bbd29,CONTINUE,ok
complex,C2,12.0,11011,E,4.0,357,"['APPROVE', 'REJECT']",ecdc174c85c0f9e803855ff07ae6bbcb3888228ebe888c1c12cbe5c13b0059e6,APPROVE,ok
complex,C2,9.0,11011,E,3.0,289,"['APPROVE', 'REJECT']",7e8180add94e82476045059a2f51fc81dc5f6d1727d4587d61b17bfd662f211b,APPROVE,ok
simple,S1,,11011,E,,169,"['A', 'B']",,A,ok
simple,S2,,11011,U,,186,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,15.0,neutral,B,4.0,254,"['CONTINUE', 'PIVOT']",af0e80d1abe3cb65c49f9f3aaba4dd3cd51359a14a381cfd2fd00642721c9f16,CONTINUE,ok
complex,C2,2.0,11011,E,2.0,354,"['APPROVE', 'REJECT']",78776a1b666de9bfd3c9c1f1f47e66064ec071b70a76998355884e2a0f08cc59,APPROVE,ok
simple,S1,,00100,E,,346,"['A', 'B']",,A,ok
simple,S3,,11011,E,,140,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,14.0,11011,E,3.0,89,"['CONTINUE', 'PIVOT']",7f61072bfd27be5592032c213091ee21ea66e0567d03ada2757719a0cc2d0c61,CONTINUE,ok
complex,C3,5.0,11011,E,6.0,96,"['CONTINUE', 'PIVOT']",421178d62b7c9fac232d366252116e2718cc23d7d34c674e5d03e5379ffefd12,CONTINUE,ok
complex,C3,12.0,00100,U,4.0,72,"['CONTINUE', 'PIVOT']",a74f937654bb92e7c7b73b2bab12f86d6faff26fd4217bcd9f04895d61b4ba4d,CONTINUE,ok
simple,S3,,11011,U,,60,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,E,,388,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,13.0,00100,U,4.0,215,"['APPROVE', 'REJECT']",431eef48283607bed8528a1cedb6fab8f30b262f475ca4d33caae60b424f69a6,APPROVE,ok
simple,S2,,00100,E,,370,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,10.0,11011,E,5.0,219,"['CONTINUE', 'PIVOT']",fb59b55d695121f4e043c593764d03478e34e5b5b832cf0f1294c10f1b5660b8,CONTINUE,ok
complex,C3,18.0,11011,U,6.0,270,"['CONTINUE', 'PIVOT']",4e40b7495f3ec0c1df17ba3901d5658a9510ea7ac2ba26091a977b7e52aade74,CONTINUE,ok
complex,C3,2.0,00100,E,1.0,174,"['CONTINUE', 'PIVOT']",51beb52daa8054305c6139093aafa262313331340e6ea0ed95c10f9c68ca5c9e,CONTINUE,ok
simple,S3,,00100,U,,165,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C1,6.0,00100,E,2.0,96,"['PACKAGE_A', 'PACKAGE_B']",d02094cf51673603e2da69731798140f7a23d2d253237cf8923cddf35c8eb924,PACKAGE_B,ok
complex,C3,12.0,00100,U,4.0,183,"['CONTINUE', 'PIVOT']",a74f937654bb92e7c7b73b2bab12f86d6faff26fd4217bcd9f04895d61b4ba4d,CONTINUE,ok
complex,C2,1.0,11011,E,3.0,39,"['APPROVE', 'REJECT']",1246dcbf056372a3914ded595939aac18834313cf8b96b41f5789e4de3118cce,APPROVE,ok
complex,C3,16.0,neutral,B,6.0,278,"['CONTINUE', 'PIVOT']",9756f3ec316cf799aa1056191bbf1a6a0a7deaf2199d42cea6fdbe747e914ee9,CONTINUE,ok
complex,C2,3.0,neutral,B,4.0,76,"['APPROVE', 'REJECT']",465f2b93504d787ddaeb1bf091925c8ec1fbcc0d1c5e1afc57702e661e7b8a49,APPROVE,ok
simple,S2,,00100,E,,216,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C3,18.0,00100,U,3.0,307,"['CONTINUE', 'PIVOT']",a0417c9a240c4338aead72ee9fe5424b0719f8c9caeb49689df549013b342390,CONTINUE,ok
simple,S3,,11011,U,,360,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,U,,106,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,1.0,00100,U,3.0,308,"['CONTINUE', 'PIVOT']",02f47fcf9113af583884e341c2ca907529301688035499c03ee8184c00ca0d5c,CONTINUE,ok
complex,C1,9.0,00100,E,2.0,123,"['PACKAGE_A', 'PACKAGE_B']",90a64db1d27b54ffaf2d8a37433fc5cb87ea0232d1dadd352ac09ddb2b6d7da7,PACKAGE_A,ok
simple,S2,,00100,U,,30,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,E,,353,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,3.0,11011,E,1.0,184,"['CONTINUE', 'PIVOT']",bfd33bd9cda5e23a595fb69d78dcea18e42888bfdf5b914e54ff227081130127,CONTINUE,ok
complex,C2,20.0,neutral,B,3.0,246,"['APPROVE', 'REJECT']",4ff920cf81e7df240146bf0c9f7897a3f5b69b673a00b8bf67b9f631072cb39d,APPROVE,ok
complex,C2,3.0,11011,U,2.0,76,"['APPROVE', 'REJECT']",e50dce913dad715ffa650816256e3b3f2a1de3ef7b79cc5ef7b6944b86799415,APPROVE,ok
simple,S1,,11011,E,,293,"['A', 'B']",,A,ok
simple,S3,,00100,E,,98,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,16.0,neutral,B,2.0,14,"['APPROVE', 'REJECT']",182880dc1eaa9d5753fda1d3e33e4b090265be4e534cb557dd87beb3e793814e,APPROVE,ok
simple,S2,,11011,U,,132,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,11011,U,,338,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,E,,148,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,6.0,11011,E,2.0,301,"['APPROVE', 'REJECT']",98dd5aa32f20d2a82ee77c0c745c36339dce872121779c77eca3a8ef82f2039d,APPROVE,ok
simple,S1,,11011,U,,30,"['A', 'B']",,A,ok
complex,C2,12.0,00100,E,4.0,294,"['APPROVE', 'REJECT']",c0924a9d4aadc9956d2a1946ccbd7fcc06e3111b2eae9b7abd0604befefec5f0,APPROVE,ok
simple,S3,,11011,U,,153,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,8.0,11011,E,1.0,125,"['APPROVE', 'REJECT']",3d2c1a8ebfbfa448a0e0ef7df13a5652e78a80aecc07924bac8a597adf760ffc,APPROVE,ok
simple,S2,,11011,E,,246,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,E,,55,"['A', 'B']",,A,ok
simple,S3,,11011,E,,396,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,7.0,neutral,B,2.0,46,"['APPROVE', 'REJECT']",9bdbfacbc2db9b8899fe2eb314d12e83723a874aba37213650ac01832d56a71a,APPROVE,ok
complex,C2,12.0,00100,E,5.0,294,"['APPROVE', 'REJECT']",4d341eaff5c77976fff8841715deb4e85bc5293b08cda4df34b7b7ad7f1cebb9,APPROVE,ok
simple,S3,,00100,E,,12,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C1,4.0,00100,E,4.0,276,"['PACKAGE_A', 'PACKAGE_B']",727d7a4cbd1e9d9b7c2e730c4743b7d5f5e14f649676eee7888c4bed5ec32867,PACKAGE_A,ok
complex,C2,20.0,neutral,B,4.0,117,"['APPROVE', 'REJECT']",c393c9f3dc511eb6097a077ad10adcf996e2e12c56a9412856e611e985a41600,REJECT,ok
complex,C3,19.0,11011,U,1.0,80,"['CONTINUE', 'PIVOT']",9e25d04f0484e1f5ecb4f84288f149d9b956ca2589da8455737f73c82e9b4794,CONTINUE,ok
complex,C3,11.0,00100,U,3.0,207,"['CONTINUE', 'PIVOT']",3557d6dd2a04c1abe1639c4519a3738547f5d61bda55e93474a3cf4941bae7cc,CONTINUE,ok
simple,S2,,11011,E,,50,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C2,4.0,11011,E,3.0,5,"['APPROVE', 'REJECT']",2ca2273b7e2cd89cc68228c78a1718c611210d98262ff61e9e71780ee5e96cf2,APPROVE,ok
complex,C3,4.0,11011,U,2.0,115,"['CONTINUE', 'PIVOT']",8bd873c3c703ec56464a66c174bba159557c5e3d08f16f91d2a98f8d8aacc0fa,CONTINUE,ok
complex,C3,2.0,11011,E,1.0,17,"['CONTINUE', 'PIVOT']",51beb52daa8054305c6139093aafa262313331340e6ea0ed95c10f9c68ca5c9e,CONTINUE,ok
complex,C2,19.0,11011,U,1.0,132,"['APPROVE', 'REJECT']",232b9c06ecfea0aabdea38451ce6b239100ff80f6cc72fae9fded3c375146f32,APPROVE,ok
complex,C1,15.0,00100,U,1.0,266,"['PACKAGE_A', 'PACKAGE_B']",16dff688942db668a20bd1cc7798282301bc18064618df9339f6fef3c3b440ca,PACKAGE_A,ok
complex,C2,10.0,00100,U,2.0,233,"['APPROVE', 'REJECT']",473ae10ce205615641ed38a3d1fdb71ec4caeea43dc54cc4e96b9e6335f0bcfb,REJECT,ok
simple,S1,,00100,U,,396,"['A', 'B']",,A,ok
complex,C3,16.0,11011,U,3.0,162,"['CONTINUE', 'PIVOT']",7075ffe93d66dcd1b07afdf51fa3e95735f7dc5fb37d83ed6ad11b1c5c3d569b,CONTINUE,ok
complex,C3,11.0,00100,E,2.0,235,"['CONTINUE', 'PIVOT']",6136c290170784974bed4f704f6abd900ce0a5c046729e1054a7f4414b8d5063,CONTINUE,ok
simple,S1,,11011,U,,74,"['A', 'B']",,A,ok
complex,C3,8.0,11011,E,2.0,6,"['CONTINUE', 'PIVOT']",e81d43202fee7e81966b92d80b7e30fab1de044ea27b94700198831b5d7651f2,PIVOT,ok
complex,C3,18.0,11011,E,1.0,307,"['CONTINUE', 'PIVOT']",cc37068a00c0b78d4c16cd5e4c33962dc41f5cfef4dcc694820c45d3293ab722,PIVOT,ok
complex,C2,20.0,neutral,B,3.0,22,"['APPROVE', 'REJECT']",4ff920cf81e7df240146bf0c9f7897a3f5b69b673a00b8bf67b9f631072cb39d,APPROVE,ok
complex,C3,14.0,00100,U,2.0,89,"['CONTINUE', 'PIVOT']",2e5ecbe29353706992ebc5cd96884d73105189e93378e4e91d8fba44987d2a37,CONTINUE,ok
complex,C3,20.0,00100,U,6.0,358,"['CONTINUE', 'PIVOT']",61ce2012a400c282dd5bba5f906603421e0626dc3bbcaf200f0f0d3c50128ea7,CONTINUE,ok
simple,S3,,11011,U,,385,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,1.0,11011,E,4.0,156,"['APPROVE', 'REJECT']",9007724c990fc677de1462883bed891f5c035a7f1127474d0c72d683fd5f780b,APPROVE,ok
complex,C2,2.0,11011,U,2.0,23,"['APPROVE', 'REJECT']",3afa95dd1075d0b1632b262c5ed97d69903287e946bb15b6c7fd7bb24e829bce,APPROVE,ok
complex,C1,20.0,00100,E,4.0,347,"['PACKAGE_A', 'PACKAGE_B']",2b27567e21465180e7713c2d2eae69a15e81ce1f9172074f85bf1f575c0f1f37,PACKAGE_A,ok
complex,C1,17.0,11011,U,1.0,84,"['PACKAGE_A', 'PACKAGE_B']",c0ed7de33c4fcd6fc59d27b1dfe57be17d7573b153e15c1815da941837a3608a,PACKAGE_B,ok
complex,C3,18.0,neutral,B,3.0,307,"['CONTINUE', 'PIVOT']",6472d16e8ad74956c64377e4cb92232480c41d10d1f43bae13df4cbc83b92a23,CONTINUE,ok
complex,C2,10.0,00100,E,2.0,343,"['APPROVE', 'REJECT']",56ae733f78813bf9b52053f21faa478128dd5f6dd0d6bcdfaeb237336f3fb62e,APPROVE,ok
simple,S3,,11011,U,,220,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,7.0,00100,E,5.0,369,"['CONTINUE', 'PIVOT']",cb1222eb08a80a60876e69741cfcc4e44c38cddfe8f97ae50948722b0a1c8e2b,CONTINUE,ok
complex,C3,2.0,11011,U,2.0,17,"['CONTINUE', 'PIVOT']",e87f837f6758657c5833107c806d417dc7fc7ee77f55bdcdfb7501d29f1ef107,CONTINUE,ok
simple,S2,,00100,E,,194,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,1.0,11011,E,2.0,237,"['CONTINUE', 'PIVOT']",7a93fca6c97ecaf6f795d1161a657a6984c63a068177f94549b5b6f249ab886f,CONTINUE,ok
complex,C3,4.0,11011,U,1.0,115,"['CONTINUE', 'PIVOT']",8614c9934ad66163b430f9ff4a4ddb0d8ac9d1c4767e263ce974465c813a7bb7,CONTINUE,ok
complex,C2,16.0,11011,E,5.0,14,"['APPROVE', 'REJECT']",2cb9152931481df1796ae4e61ed246b6cdd6b6ad2aad30cd0c91560db3ed2d86,REJECT,ok
complex,C3,16.0,00100,E,2.0,162,"['CONTINUE', 'PIVOT']",60d39ce253b1637fc22fb9b36f1c50a81ddd704d346a1c29b7fd26cfa9918565,CONTINUE,ok
simple,S2,,00100,U,,185,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,U,,184,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,14.0,neutral,B,5.0,89,"['CONTINUE', 'PIVOT']",e95a3e09a727702e720915d251142d1e8df11b77caeb4689c4be229eb96f1b19,CONTINUE,ok
complex,C3,13.0,00100,U,4.0,151,"['CONTINUE', 'PIVOT']",3e7486ed844224972b5fde2a12eb5cfe996634c2cda5ecee59cbf630bcf26c0b,CONTINUE,ok
simple,S2,,00100,E,,98,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,U,,329,"['A', 'B']",,A,ok
complex,C3,7.0,11011,E,4.0,163,"['CONTINUE', 'PIVOT']",edb5e5f3bb28f9c36a6fdf0a7d2ea02bd64e2d4090df97fcea8e037b987b6db9,CONTINUE,ok
complex,C3,6.0,00100,U,1.0,329,"['CONTINUE', 'PIVOT']",56dfed8e0e1297e01f0dee08aa5f865ce5ed6c52a10af097290f81bd809f1e4a,CONTINUE,ok
complex,C3,10.0,neutral,B,1.0,239,"['CONTINUE', 'PIVOT']",1934040ac1f716d55ebad41b82e39718b6b679792a3b94ae283ced67acbdde11,CONTINUE,ok
simple,S3,,00100,E,,61,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,E,,167,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,E,,39,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,4.0,11011,U,3.0,5,"['APPROVE', 'REJECT']",1a49a21950366f899a730bfa783f49900d9b4eb32c80e5c51b31b4b34c0bac89,REJECT,ok
complex,C3,13.0,11011,E,5.0,64,"['CONTINUE', 'PIVOT']",35177d40d275a3a3b51103e0484fb03ed07a47eb1e812ef4f9933ec029d7188f,CONTINUE,ok
complex,C3,3.0,00100,E,2.0,184,"['CONTINUE', 'PIVOT']",a3bab849b0eb3ef9a245c8d43591a9ed86c51e7494d33b9264b01d4a2e7dd226,CONTINUE,ok
complex,C2,3.0,11011,E,4.0,182,"['APPROVE', 'REJECT']",6a19cda2c6db9ea49c872532268c8cf823282ea35f204f97df43772d963b6102,APPROVE,ok
complex,C2,11.0,00100,E,2.0,363,"['APPROVE', 'REJECT']",d9766bc0cd834bc2ab16188ff950e68260828cf3a45c340b2a86071e7aabf818,APPROVE,ok
simple,S2,,00100,E,,36,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,E,,49,"['A', 'B']",,A,ok
simple,S1,,00100,U,,17,"['A', 'B']",,B,ok
simple,S3,,00100,U,,349,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,E,,136,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,U,,206,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,E,,137,"['A', 'B']",,A,ok
simple,S1,,11011,E,,358,"['A', 'B']",,A,ok
simple,S2,,11011,E,,354,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,E,,159,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,7.0,00100,E,2.0,226,"['APPROVE', 'REJECT']",850afd61ee5664c6787b7e71ec871c73f834d548bf3cff01d45f125a03974119,APPROVE,ok
